Data Series,2024 ,2023 ,2022 ,2021 ,2020 ,2019 ,2018 ,2017 ,2016 ,2015 ,2014 ,2013 ,2012 ,2011 ,2010 ,2009 ,2008 ,2007 ,2006 ,2005 ,2004 ,2003 ,2002 ,2001 ,2000 ,1999 ,1998 ,1997 ,1996 ,1995 ,1994 ,1993 ,1992 ,1991 ,1990 ,1989 ,1988 ,1987 ,1986 ,1985 ,1984 ,1983 ,1982 ,1981 ,1980 ,1979 ,1978 ,1977 ,1976 ,1975 ,1974 ,1973 ,1972 ,1971 ,1970 ,1969 ,1968 ,1967 ,1966 ,1965 ,1964 ,1963 ,1962 ,1961 ,1960 
GDP At Current Market Prices,731436.1,678687.5,701766.1,586553.1,481758.8,513144.4,508680.3,474587.1,441606.3,423444.1,398947.9,384870.3,368770.5,351367.9,326980.1,282394.5,273941.6,272697.6,236158.8,212723,194433,170117.9,165698.1,160885.6,165632.4,146252.5,143474.9,148664.4,135777.2,124463.3,112555.4,97923.1,84920.2,78542.8,70492.3,61308.5,53432.3,45549.5,40892.7,40862.8,41730.4,38058,33981.2,30352,25869.6,21141.2,18337.4,16353.2,15003.4,13728.7,12831.4,10395.6,8302.3,6929.9,5879.3,5081.3,4364.4,3789.9,3356.4,2983.6,2737.2,2809,2529.3,2340.7,2157.4
